"Id","SalePrice"
1633,199098.659856594
1634,180592.545837167
1635,177411.963707956
1636,159260.802276135
1637,169128.120297184
1638,229936.686703773
1639,179634.132054597
1640,264780.034053514
1641,181530.837517326
1642,219450.397740971
1643,249398.370610664
1644,252046.232529523
1645,150744.121014552
1646,154063.110670418
1647,181614.867838595
1648,130220.514800995
1649,128389.803511183
1650,104562.257235545
1651,108854.247204089
1652,113909.453948866
1653,113513.348673454
1654,137433.670851
1655,138950.836583699
1656,135363.600711306
1657,138891.151985609
1658,135965.214327599
1659,130963.225000218
1660,132716.074359981
1661,394501.066881981
1662,381516.949352824
1663,325582.014820534
1664,436719.49294061
1665,301944.510389601
1666,279449.841119725
1667,351545.379303328
1668,297482.355980389
1669,283278.980007158
1670,314193.858692561
1671,233578.946714933
1672,365010.758023423
1673,309948.374724075
1674,248567.951853555
1675,171385.84071031
1676,161947.356155778
1677,208751.138713418
1678,419347.70484946
1679,302205.934246447
1680,292190.507256568
1681,259442.28116645
1682,272807.807395572
1683,176945.506015836
1684,213919.146920091
1685,183591.739916827
1686,168446.367815426
1687,204623.316496473
1688,211765.70097907
1689,217597.640951429
1690,207822.057314843
1691,198117.402034557
1692,280629.901036065
1693,205582.727762763
1694,179917.050364105
1695,197815.07315114
1696,270101.078217891
1697,198186.851140878
1698,325753.348433613
1699,269261.886837831
1700,231175.932851313
1701,282552.426821402
1702,261272.933288059
1703,255434.004774723
1704,256863.971992472
1705,236794.817048906
1706,353670.931220161
1707,205343.730902051
1708,206117.715791585
1709,290556.040708969
1710,230756.56183783
1711,263329.273039874
1712,257259.42878104
1713,224203.542832175
1714,210109.158927576
1715,212719.109159201
1716,199977.004655166
1717,188657.653271409
1718,165094.967004202
1719,230521.467570108
1720,243297.997105479
1721,202296.535044166
1722,155862.382028039
1723,154193.030236526
1724,203353.475499809
1725,243690.381415307
1726,181469.535268684
1727,162617.680897105
1728,204284.840481482
1729,171889.365884267
1730,182764.481616168
1731,124941.506558099
1732,118747.288291712
1733,119924.453258761
1734,126564.14023455
1735,119351.887700489
1736,117420.74162171
1737,268256.425932486
1738,221267.845128321
1739,249968.31844439
1740,172688.066034843
1741,157133.973126015
1742,154083.785566934
1743,178513.879638135
1744,244146.682091346
1745,221217.237363688
1746,275057.297613595
1747,226296.398871579
1748,214746.719325423
1749,138698.388596156
1750,152210.910936973
1751,243519.290280115
1752,118114.390223695
1753,145332.814645425
1754,216646.300535105
1755,171893.402027979
1756,102525.439922167
1757,117132.550227936
1758,117188.520552164
1759,152722.866601466
1760,133642.531434823
1761,136741.460235322
1762,163088.719013042
1763,166836.85333459
1764,121402.163401123
1765,171138.094070106
1766,160183.114229505
1767,175793.320641237
1768,125073.342959081
1769,180718.869476721
1770,139993.988322547
1771,126741.872585693
1772,131673.623974929
1773,114105.400105318
1774,150625.000122689
1775,137297.176221759
1776,129523.969161789
1777,110442.70147529
1778,117695.40090518
1779,127276.292685862
1780,179475.978811154
1781,125793.565698184
1782,83368.9642104286
1783,127625.657333437
1784,87207.3881805756
1785,113161.928997197
1786,129909.4340317
1787,152395.553756463
1788,65601.8201683594
1789,106251.951109765
1790,71703.9761363442
1791,209212.319955014
1792,157619.841600502
1793,150535.090409296
1794,135396.516112634
1795,145496.971769611
1796,144001.491258495
1797,137478.048365446
1798,119797.944397691
1799,108887.292935481
1800,125815.349032941
1801,118959.239183027
1802,148453.93481838
1803,167090.880174075
1804,128492.520293086
1805,140610.300061438
1806,124724.547244843
1807,149678.096720869
1808,120657.645659675
1809,116862.768851279
1810,123807.681794104
1811,107913.140676177
1812,116810.949261958
1813,120787.736403677
1814,88454.844734021
1815,66718.0774020977
1816,102343.330165101
1817,103199.852601319
1818,142260.740823858
1819,112603.727276749
1820,74925.4376407546
1821,126386.687502868
1822,134535.828376479
1823,73933.8305325975
1824,130192.264114651
1825,118080.713221301
1826,105680.436146299
1827,102805.839831168
1828,123220.519106056
1829,110178.6930525
1830,141041.830639513
1831,172549.922474351
1832,118874.504194147
1833,149005.026129258
1834,123927.357477816
1835,149591.047449581
1836,134287.462289896
1837,85298.9194968804
1838,134409.264175299
1839,86041.691975859
1840,145638.691804783
1841,139090.848456525
1842,116899.821788342
1843,132715.561719547
1844,147992.180051148
1845,160199.379626259
1846,156847.05248505
1847,168934.521689877
1848,73584.5293500151
1849,125641.019046404
1850,124673.611624353
1851,155826.554871268
1852,119677.423462858
1853,121006.773332865
1854,184909.582841051
1855,184180.121485715
1856,225106.334570405
1857,138491.202039111
1858,168470.065426152
1859,143506.131189738
1860,133757.460100301
1861,142743.873396481
1862,289564.892695329
1863,272725.438538814
1864,272914.989512151
1865,296545.737678608
1866,297783.734263786
1867,240598.272566691
1868,269874.758499096
1869,192948.298660294
1870,233034.023082694
1871,248438.290064423
1872,188078.145640583
1873,233641.27115014
1874,140013.236283719
1875,218695.272916955
1876,190709.570805326
1877,210558.551354144
1878,213410.00843924
1879,140216.973028121
1880,124114.612748045
1881,221574.460503703
1882,291656.667236433
1883,217929.530882619
1884,233181.076991273
1885,255414.130898355
1886,269087.438050281
1887,199435.633421891
1888,251246.053309484
1889,186832.838709297
1890,114806.853641386
1891,145985.748161273
1892,99511.7864208236
1893,134819.338906612
1894,147813.166671131
1895,143921.873146604
1896,121831.160974896
1897,115081.242811931
1898,127075.307735402
1899,126103.445258909
1900,140680.287960052
1901,139444.200106811
1902,141151.684585905
1903,206900.682557278
1904,123992.069302745
1905,169449.205726934
1906,145250.147437901
1907,187179.095144338
1908,118491.752704219
1909,121226.335796443
1910,122684.955702778
1911,205105.896689854
1912,251820.531205977
1913,130203.159695413
1914,88313.8793075796
1915,219470.862581392
1916,76425.7236147504
1917,271806.124520871
1918,148113.747204766
1919,160040.4491175
1920,162416.938743173
1921,330938.742733499
1922,305363.429004327
1923,202997.180281201
1924,210533.053452584
1925,235414.751092443
1926,322401.085667106
1927,133295.392139279
1928,148069.420295768
1929,119654.936577885
1930,157078.589565375
1931,130846.622114346
1932,150423.860902977
1933,150442.631214606
1934,182648.991468419
1935,174093.671798806
1936,185807.197153696
1937,198984.74754083
1938,163252.040494684
1939,229811.119647051
1940,199378.690642704
1941,191570.625973058
1942,196906.975931418
1943,204764.942989274
1944,320425.086887887
1945,321563.767088194
1946,183390.474379253
1947,283636.454875918
1948,194397.774950061
1949,217519.939132841
1950,189083.273878171
1951,242595.12186139
1952,219690.367397606
1953,164715.688382297
1954,223004.677993154
1955,138107.324039064
1956,273706.818988986
1957,168009.584304556
1958,301723.515996864
1959,155338.533244167
1960,112145.105638903
1961,120824.322602216
1962,113909.453948866
1963,115528.838693298
1964,107172.53395541
1965,134070.597210234
1966,142106.209221568
1967,258425.472916566
1968,320515.242753971
1969,326707.454262574
1970,387424.637494769
1971,439665.615128877
1972,345402.770095615
1973,275480.922907882
1974,295984.332053659
1975,406316.270919512
1976,248492.499653725
1977,338081.498984716
1978,342310.703328976
1979,304926.181641132
1980,213304.810978574
1981,290210.262400312
1982,219060.761052449
1983,219060.761052449
1984,176695.109966042
1985,182356.608257397
1986,188189.700411759
1987,174607.650170641
1988,184340.094150935
1989,214825.924629044
1990,230881.418737199
1991,198267.92038234
1992,222857.827083294
1993,199154.328633317
1994,261051.825118191
1995,210678.857867673
1996,276340.484748376
1997,322346.35372211
1998,272805.989661527
1999,242237.499802358
2000,303713.244850825
2001,240368.885894043
2002,227270.139682504
2003,265180.391032944
2004,264441.785020692
2005,241695.63817035
2006,232386.451042562
2007,256199.25118367
2008,192719.83064503
2009,194837.89172366
2010,228117.279519335
2011,180721.041393235
2012,196325.976652339
2013,180804.888408529
2014,182611.256177993
2015,225140.902645077
2016,187542.070642224
2017,209342.574320393
2018,124206.506768725
2019,117897.143904439
2020,122307.061958273
2021,114507.819620068
2022,182692.676856987
2023,152989.494752951
2024,230739.861682324
2025,362737.428840495
2026,170775.831716717
2027,147159.09723434
2028,176495.629137377
2029,148660.896635194
2030,251397.354674824
2031,232134.249979149
2032,236847.585455111
2033,240488.690675663
2034,162456.816502906
2035,226971.326415077
2036,198975.333922853
2037,199944.70965733
2038,329371.332237004
2039,224252.453948875
2040,401122.049563332
2041,245741.137872701
2042,217302.235962091
2043,164924.865762238
2044,176569.651597351
2045,204857.505584545
2046,146579.463770486
2047,140565.987836237
2048,121306.930668901
2049,152994.90304118
2050,205748.883150849
2051,119245.310373693
2052,128722.005770541
2053,131011.36590841
2054,89112.0357132518
2055,139488.127090988
2056,129845.849463448
2057,118145.307225575
2058,193734.019795132
2059,126648.824582663
2060,137720.425534231
2061,168359.899612326
2062,127185.257332225
2063,120991.980881208
2064,125262.077906285
2065,125200.734867249
2066,178568.434809113
2067,145066.803302829
2068,154796.907599903
2069,102371.006359075
2070,110090.224929509
2071,86596.459061091
2072,122709.578844634
2073,130321.772516633
2074,176669.118027775
2075,150927.914867528
2076,112185.717349961
2077,127958.970258627
2078,122628.89834131
2079,142561.662579151
2080,130079.719773069
2081,141743.775780002
2082,147504.859537295
2083,134137.699375758
2084,112034.078474407
2085,124662.925936134
2086,173327.852087617
2087,127679.285261339
2088,102387.030267701
2089,96934.9140099275
2090,125476.465951065
2091,107999.502007699
2092,114502.943367793
2093,123266.51316443
2094,129656.595967592
2095,148770.593410874
2096,96848.4149949189
2097,92339.9909112606
2098,131665.166353792
2099,67043.5653066553
2100,109515.538151343
2101,115814.111780647
2102,142792.689691927
2103,100567.692151978
2104,147862.485946781
2105,108455.871702059
2106,76516.3825116981
2107,181943.813178194
2108,123757.141291647
2109,108794.694697035
2110,109943.850499528
2111,172070.818714821
2112,129013.431018021
2113,110844.890955735
2114,114225.711953566
2115,143910.651776222
2116,101064.0004251
2117,136762.010161835
2118,132865.537735354
2119,114510.836688819
2120,104705.590239535
2121,94466.1287098714
2122,94815.0677671109
2123,105555.145697492
2124,177672.493304363
2125,125936.956094206
2126,141917.842992673
2127,145711.412694776
2128,121748.075050509
2129,113547.73812988
2130,157554.651015845
2131,156229.096479107
2132,115413.694281519
2133,121258.115507571
2134,126368.234044325
2135,100586.513320003
2136,89666.1470026313
2137,120139.038427199
2138,130908.468256603
2139,161411.12297601
2140,128474.610580751
2141,147119.497709187
2142,130358.02035886
2143,133895.577443254
2144,116793.023618313
2145,123798.647125356
2146,154683.281773131
2147,148992.508514572
2148,123668.841177213
2149,127086.332409309
2150,217692.389874443
2151,143815.717743108
2152,145427.154137808
2153,137910.134552035
2154,126472.505859019
2155,151261.393305301
2156,244188.821421136
2157,211121.447657553
2158,253359.942645387
2159,235879.214489569
2160,209577.548862771
2161,248727.94644662
2162,343014.969295784
2163,304827.267846853
2164,240062.087765819
2165,172477.103359395
2166,139998.221917338
2167,199297.353871204
2168,201908.965755517
2169,213685.19583835
2170,232634.898592261
2171,142962.930072839
2172,132546.152728194
2173,158291.46754074
2174,246514.78467116
2175,301434.626926441
2176,272550.801960278
2177,259794.550998342
2178,258897.011387608
2179,142020.305075876
2180,197229.204047513
2181,209039.952586424
2182,221257.326840745
2183,206776.520303112
2184,130170.415008336
2185,137163.09874932
2186,145536.610250566
2187,154540.636024689
2188,157342.97391315
2189,301781.709629607
2190,103610.468147865
2191,105639.031607741
2192,97195.8198624334
2193,120830.526612347
2194,119497.978700264
2195,104687.07232891
2196,108419.839094153
2197,93523.3594811551
2198,149171.001456151
2199,153091.098357798
2200,134035.807045727
2201,137914.317851425
2202,177004.114102539
2203,143310.314749927
2204,146894.16669331
2205,124926.000115761
2206,135948.081727514
2207,206514.337694805
2208,211865.81040842
2209,175278.553346183
2210,119932.575988606
2211,117824.065248671
2212,125775.79731448
2213,114502.608241056
2214,138263.569708862
2215,105558.740150483
2216,152565.632047589
2217,71843.7245378595
2218,86539.5195829124
2219,84514.3797627638
2220,91136.1816541589
2221,219470.862581392
2222,190314.183341193
2223,265978.740526848
2224,225912.185194502
2225,162498.19882406
2226,143480.819138951
2227,174645.006075235
2228,251300.07064649
2229,271011.43543131
2230,162200.239513894
2231,227319.898525357
2232,183677.591709774
2233,181181.635014291
2234,242017.334160111
2235,184343.353049062
2236,263184.051601373
2237,276021.259765854
2238,196725.067839832
2239,148874.758280466
2240,150352.265046952
2241,122837.456715246
2242,116982.478945463
2243,121189.717570448
2244,89924.6094734797
2245,87113.3048947906
2246,145742.631318639
2247,113296.756801699
2248,121781.274800479
2249,122482.238080997
2250,136904.963736046
2251,159616.887484274
2252,171311.924809856
2253,174084.850465296
2254,188839.986083282
2255,188457.01755427
2256,201893.222322393
2257,211275.769546923
2258,188295.47271455
2259,178265.040232462
2260,162776.840702987
2261,190155.293383922
2262,200163.740958653
2263,318968.27001381
2264,431375.50612509
2265,176227.375260068
2266,275887.794014867
2267,304114.269780827
2268,376705.477787177
2269,167787.221983004
2270,200821.839196631
2271,207959.482700812
2272,219256.671940618
2273,165604.13120894
2274,166236.466934352
2275,162084.616371067
2276,182158.385253537
2277,177338.285493204
2278,141662.218374501
2279,122655.166341177
2280,117157.438268665
2281,155668.567463584
2282,177685.478679981
2283,121551.452139801
2284,123864.526143449
2285,140630.395668304
2286,121181.072273219
2287,308854.077916655
2288,261472.742261547
2289,298153.011903055
2290,381524.95453217
2291,324914.67520167
2292,381779.099550396
2293,373463.911733557
2294,387981.437860041
2295,413321.359661933
2296,307053.236556996
2297,279866.472760258
2298,311926.429396784
2299,352966.510771548
2300,312296.787265795
2301,272493.929080916
2302,218720.266187812
2303,252765.485890243
2304,265827.974435978
2305,155346.070452209
2306,155357.968707286
2307,169169.62547589
2308,219757.268943022
2309,271716.36614273
2310,218150.112758608
2311,175082.31838667
2312,201668.73128678
2313,189420.888446982
2314,220923.034076377
2315,184256.621555337
2316,198036.156933377
2317,185263.744740616
2318,183260.107601929
2319,204486.533031997
2320,195267.200402541
2321,211608.991484594
2322,175417.709031196
2323,209165.202719615
2324,209611.436661214
2325,218144.897048901
2326,212223.871866352
2327,226679.569404837
2328,231945.819028239
2329,190723.588548478
2330,188524.142750031
2331,310402.126481547
2332,392364.854129557
2333,308953.947282489
2334,258349.344384741
2335,279871.272142215
2336,294936.129897247
2337,208058.497733571
2338,253331.631567364
2339,247925.684186098
2340,364781.599504278
2341,216035.663906804
2342,240661.130862366
2343,207510.518201301
2344,237548.922115742
2345,258082.830712826
2346,230565.073232951
2347,202770.473803282
2348,256108.688108501
2349,169883.09254722
2350,275264.484540838
2351,251072.611964136
2352,260925.400274852
2353,234147.895120555
2354,164032.543060209
2355,188744.995200129
2356,153480.984508254
2357,204097.313133426
2358,197698.102596847
2359,157241.137469015
2360,120853.786716563
2361,124331.235748619
2362,282125.325288777
2363,133946.682897546
2364,156575.846829226
2365,208053.103573659
2366,192428.515671589
2367,214051.27408643
2368,177565.745615588
2369,224512.784740411
2370,147018.621717599
2371,148357.054865877
2372,192897.812476164
2373,264965.80568184
2374,282079.017769316
2375,231596.021650293
2376,245223.500876288
2377,306742.698661047
2378,155426.982666778
2379,197889.443999557
2380,146875.370512802
2381,160656.79929577
2382,198750.831011514
2383,207586.193031395
2384,235452.188577718
2385,150315.167983876
2386,147474.549150426
2387,127233.652573231
2388,118812.564367183
2389,120120.585184172
2390,138392.126613446
2391,120973.373720958
2392,119534.602132222
2393,170397.944299515
2394,144654.618705948
2395,185225.204565128
2396,160694.021929992
2397,185844.132485364
2398,117648.389956948
2399,76622.4745213161
2400,72460.1331192161
2401,107711.474160754
2402,126531.070276801
2403,143365.647163601
2404,136419.744587705
2405,150782.390236274
2406,136268.483357112
2407,116850.254711898
2408,124370.044532237
2409,127551.973111179
2410,166015.858125959
2411,121184.217532093
2412,139306.914791366
2413,129361.046464093
2414,129302.729659128
2415,137006.792195227
2416,138841.130735266
2417,135654.840480831
2418,118441.212187213
2419,116318.999129997
2420,117738.188163486
2421,123605.925696292
2422,127999.246715334
2423,102848.695276948
2424,148689.162359979
2425,208057.817993778
2426,104188.940271378
2427,114199.920721266
2428,191043.487155719
2429,119826.473737878
2430,140975.712527598
2431,121565.057133348
2432,120551.532812661
2433,123340.352127544
2434,127757.027552081
2435,132052.029855581
2436,116993.756689059
2437,114742.969748966
2438,117089.276139869
2439,104358.301633947
2440,126076.735065748
2441,97712.4441374657
2442,90907.7358785579
2443,112978.55842211
2444,104043.582913919
2445,85142.4619255191
2446,106600.744850638
2447,186769.760074883
2448,147117.8671255
2449,98675.1009900122
2450,135617.731118723
2451,105106.997334311
2452,179331.286265954
2453,105160.192167274
2454,118359.915721852
2455,106145.466543449
2456,130826.415506831
2457,115157.517120758
2458,129525.843979252
2459,105206.1283172
2460,135262.92783676
2461,116767.995217732
2462,115920.750379271
2463,110223.959618564
2464,158840.795774217
2465,132833.480022924
2466,116813.362242661
2467,145137.600082118
2468,97444.7427040369
2469,98373.7564982024
2470,202568.01703371
2471,194846.831969898
2472,160888.200160728
2473,103520.71820495
2474,103695.300282225
2475,208734.741358173
2476,111274.755872462
2477,128626.101377653
2478,143341.59227026
2479,117617.272440446
2480,134251.127426203
2481,131975.266767411
2482,122909.817198514
2483,122966.15629877
2484,123272.174647899
2485,121462.529320613
2486,141779.96732512
2487,172443.712812671
2488,153872.163593425
2489,152508.246712907
2490,135755.754093264
2491,102560.423590857
2492,177564.949649298
2493,140706.21419779
2494,159676.490835468
2495,120587.473746467
2496,200986.178412733
2497,162569.604881081
2498,109812.637525223
2499,109928.520680629
2500,119079.897574319
2501,129790.654800966
2502,137636.973923025
2503,99619.3067181854
2504,213540.431782258
2505,225794.730968639
2506,250133.983243627
2507,284723.625468627
2508,254241.50675528
2509,220801.429050363
2510,239033.157976798
2511,192688.36837056
2512,225925.448793222
2513,215277.197820204
2514,257796.345608764
2515,149215.906985676
2516,174190.862099103
2517,136983.066656653
2518,156416.514956267
2519,230377.521114531
2520,227750.692761438
2521,218234.167117193
2522,222647.862904348
2523,131401.703821369
2524,130231.452512673
2525,132468.925018867
2526,131857.70213834
2527,139769.138928364
2528,127561.94204779
2529,120365.213241406
2530,105921.229669211
2531,222319.461503908
2532,229421.517060244
2533,215863.578173683
2534,245232.442772976
2535,308685.658586776
2536,246787.983117826
2537,248756.518263438
2538,207114.944317485
2539,194639.417579343
2540,175747.618675581
2541,207819.872575845
2542,163218.953710379
2543,125992.827047564
2544,110170.329036028
2545,129216.459394224
2546,144339.8331895
2547,142051.966001667
2548,176624.458092789
2549,152575.85261915
2550,898360.147582364
2551,145985.748161273
2552,115568.499141435
2553,105724.161113301
2554,122185.99644028
2555,120267.359828196
2556,99249.4709807358
2557,101479.192414756
2558,161028.054738699
2559,116735.041870346
2560,125916.158538682
2561,130492.007270467
2562,129713.006733436
2563,134008.023474077
2564,162845.043869742
2565,133044.369176601
2566,113545.205309357
2567,118431.811246633
2568,186617.171071717
2569,184086.191518229
2570,119344.975985451
2571,158373.644545785
2572,178067.886407237
2573,220987.80549795
2574,329851.602187649
2575,132484.220743464
2576,121411.767019123
2577,131272.617619737
2578,90435.4095693913
2579,77036.1164214006
2580,121932.615939426
2581,103800.522430189
2582,104603.362910971
2583,229939.773495913
2584,168031.79286897
2585,158588.809390217
2586,214571.403997199
2587,201861.401351096
2588,164576.087764986
2589,146728.109064154
2590,175061.460879386
2591,211021.802515586
2592,217700.649618523
2593,240643.762677766
2594,188207.724933657
2595,216159.861638292
2596,270005.511298166
2597,174362.870954528
2598,272727.934505604
2599,353206.707619996
2600,148877.553215471
2601,150001.389582313
2602,88139.7044966923
2603,85769.8135287721
2604,87449.3173176842
2605,92480.0353459072
2606,131202.680035977
2607,176109.572619934
2608,186371.672220696
2609,142649.645158677
2610,116870.605248909
2611,147721.304887335
2612,139834.768063035
2613,132863.970694849
2614,133389.800983309
2615,151591.179085941
2616,142458.544307642
2617,152562.952783925
2618,189484.323363396
2619,208962.203931449
2620,177877.577179997
2621,195694.419491915
2622,192748.316244748
2623,288326.920016954
2624,263721.564219688
2625,320451.109203034
2626,161064.575276969
2627,183675.478935904
2628,401064.228117971
2629,535333.805182927
2630,358805.866991372
2631,448143.230804104
2632,400407.358040012
2633,282078.394737814
2634,340010.813745411
2635,157546.828521342
2636,212470.870003898
2637,174845.086879333
2638,255789.184888719
2639,185330.320221968
2640,153281.531733053
2641,105528.477222526
2642,178284.970573803
2643,125698.233502488
2644,113301.924273627
2645,116684.257486379
2646,112493.417311581
2647,116305.516063656
2648,133295.97596302
2649,134360.877966972
2650,139435.706072944
2651,133387.13718365
2652,384749.666022878
2653,267326.627488223
2654,233131.529864495
2655,319522.106698482
2656,342640.207072065
2657,317090.452588099
2658,300315.740053876
2659,302428.029864625
2660,303140.92258323
2661,310607.756267594
2662,312143.110385902
2663,277795.205816976
2664,259760.831884755
2665,279088.99088803
2666,269849.426641797
2667,185946.154420582
2668,214359.089433929
2669,184620.673708961
2670,303090.580976256
2671,210527.469618109
2672,173972.547658502
2673,176195.064610147
2674,180149.265148807
2675,164064.954028864
2676,214602.201305903
2677,197002.484276547
2678,266339.415372893
2679,263356.466656993
2680,281011.194694784
2681,367795.328005317
2682,311712.864043919
2683,457483.088709477
2684,295334.708124296
2685,325734.353702463
2686,279497.272924006
2687,270013.018992818
2688,247319.266785249
2689,226594.927755961
2690,376775.155261563
2691,190776.405070985
2692,165815.035521367
2693,211440.795639228
2694,178890.119019507
2695,214527.936055831
2696,208890.895122149
2697,191424.557575629
2698,186903.433339731
2699,165120.621470337
2700,158899.355997066
2701,170159.564971627
2702,123889.228024851
2703,172998.606534183
2704,130748.791811994
2705,125497.946987081
2706,122846.048791534
2707,121571.880458886
2708,133228.045165761
2709,120287.934800098
2710,124055.841299785
2711,263357.016461616
2712,320240.534975309
2713,168159.725567738
2714,163020.260796889
2715,154512.293846436
2716,170249.673747032
2717,211021.461514078
2718,231644.105619974
2719,142055.856936907
2720,180153.710131773
2721,129393.869551477
2722,150432.57420968
2723,144329.848282728
2724,122425.10039049
2725,128811.323841196
2726,131657.807386849
2727,162186.050405959
2728,162705.573432607
2729,139074.579997013
2730,134046.242243861
2731,121889.021384928
2732,120274.335674974
2733,137948.839447984
2734,142328.110830771
2735,126700.811240924
2736,141343.022774097
2737,120529.613466747
2738,144272.106979045
2739,158578.77805985
2740,143706.832461001
2741,131239.988479966
2742,152097.252431011
2743,134422.193100885
2744,144993.476979674
2745,136825.624848542
2746,126457.28276606
2747,158208.028676703
2748,122714.380603924
2749,125390.559988227
2750,130422.520197169
2751,125949.931651888
2752,216436.649168708
2753,140729.336690916
2754,182299.385201257
2755,140275.092707087
2756,81745.478365314
2757,82076.7404904642
2758,79200.1741724482
2759,133157.185471839
2760,111316.028853527
2761,149401.074135889
2762,149461.146564162
2763,173044.551877987
2764,184679.728005794
2765,250190.718431092
2766,123183.61102973
2767,91784.1206933058
2768,138919.058930453
2769,123247.201199079
2770,157975.535487128
2771,115756.266578921
2772,120150.714013529
2773,128096.823300698
2774,139210.075149882
2775,101781.883936321
2776,126575.625943835
2777,136264.388423366
2778,127492.28794175
2779,106890.978446967
2780,121925.771095631
2781,98052.7944995484
2782,97857.7142369884
2783,83364.726656292
2784,112875.565843059
2785,116576.265414261
2786,72136.2638832938
2787,140199.425444004
2788,74395.5314066784
2789,164405.862631958
2790,106742.420453358
2791,122643.697171845
2792,74885.5846243733
2793,155958.748808784
2794,83776.0185407062
2795,112888.370624221
2796,108623.721448846
2797,242132.69406096
2798,107525.458445322
2799,108729.361580193
2800,102394.984889228
2801,121799.784058664
2802,138026.291268987
2803,181785.751824912
2804,156968.427774234
2805,112265.354937482
2806,101549.448391105
2807,176070.598262401
2808,132569.227041674
2809,143122.621773618
2810,127498.155920244
2811,141535.988254977
2812,145772.081967777
2813,165200.981417989
2814,160632.292094974
2815,116528.071981518
2816,224241.686068243
2817,131567.263496203
2818,125890.577779385
2819,157109.926024702
2820,115511.009121297
2821,114052.313061439
2822,178557.882210462
2823,268549.584153124
2824,146796.827010204
2825,140078.135650155
2826,125540.127038257
2827,159008.16840247
2828,232832.026053498
2829,174487.092706225
2830,235997.293503384
2831,190893.762891995
2832,212549.165441863
2833,253784.620390058
2834,232306.202748853
2835,216657.207839442
2836,215756.551255764
2837,164774.261510549
2838,150989.910901383
2839,186732.010394821
2840,200279.170972444
2841,218754.772691672
2842,232807.167165521
2843,161025.049795246
2844,162923.491060494
2845,120365.213241406
2846,224002.00469047
2847,192883.2526113
2848,236280.648833509
2849,227320.601655613
2850,283005.873621766
2851,263178.764189432
